date,url,tags,au_url,au_id,title,description,year
2015-03-19,/column/readable-wearables,code;css;mobile-multidevice;responsive-design;typography-web-fonts;workflow-tools;usability,mattgriffin,Matt Griffin,Readable Wearables,"Displays that are more tiny than our lowest-size breakpoints require a more condensed range of type sizes. If you don’t already have in place a typographic system that can absorb the demands of this new context (watches, wearables, digital sticky notes, whatever), now might be the time to consider it. Matt Griffin was ready for anything because his site was simple and built to be future friendly.",2015
2015-03-17,80-20-practitioners-make-better-communicators,business;project-management;workflow-tools,katiekovalcin,Katie Kovalcin,80/20 Practitioners Make Better Communicators,"Approaches that are either too general or too specific can easily overwhelm practitioners—and derail budgets. Fresh from recent experiences with two large-scale redesigns, Katie Kovalcin suggests that flexibility and open communication can transform all team members into what she calls “80/20 practitioners,” creating a more effective balance of time and resources.",2015
2015-03-17,pluralization-for-javascript,code;javascript;accessibility,tinganho,Tingan Ho,Pluralization for JavaScript,"Getting plurals right in localization is a tricky prospect—each language has its own rules, and exceptions within those rules. How can we scale our websites and apps to respond to our global audience? Tingan Ho shows us how MessageFormat lessens some common pain points in the pluralization process.",2015
2015-03-12,/column/data-vs-intuition,process;project-management;community;interaction-design,rainypixels,Nishant Kothary,There Is No Data vs. Intuition,"Heads/Tails, Left/Right, Church/State, Engineering/Design, Logic/Emotion. Oh wait—the flipside of logic isn’t emotion. It’s fallacy. Another fallacy is feeling obliged to join either the faction of the sensibly-clad engineers or the faction of the crayon-toting creatives. Nishant Kothary has found that research is on the side of trusting your gut (then backing up your instinct with testing).",2015
2015-03-05,/column/looking-outside,business;creativity,rachelandrew,Rachel Andrew,Looking Outside,"Partners in a small, close leadership team—such as in a family business—often know each other’s minds very well, and agree on most things. That’s great to keep things running smoothly (though sometimes there’s awkwardness when business disagreements intrude on home life). On the other hand, it can also lead to stagnation. Rachel Andrew is finding that an outsider’s perspective can help when partners can’t quite see eye to eye—or when they agree too much.",2015
2015-03-03,stopping-the-infighting-about-digital-standards,business;web-strategy;workflow-tools,lisawelchman,Lisa Welchman,Stopping the Infighting About Digital Standards,"Organizations that struggle with their digital presence often do so because they haven’t established proper governance. But good governance is worth pursuing: clear policies and processes can answer questions, empower teams, and enable web strategies to shine. In this excerpt from Chapter 5 of Managing Chaos, Lisa Welchman explains the importance of digital standards—what they are, why they matter for governance, and how to start documenting them for your stakeholders.",2015
2015-03-03,quantity-queries-for-css,css;html,heydonworks,Heydon Pickering,Quantity Queries for CSS,"In responsive design, we think a lot about space, especially in the context of screen sizes. But the amount of content or the number of elements is bound to affect space, too, just as unpredictably—and if we don’t want our designs to dictate our content, we need new ways to make our design aware of changing content quantities. Heydon Pickering walks us through a new idea for creating style breakpoints for quantities of HTML elements.",2015
2015-02-26,/column/designing-for-post-connected-users-part-1,user-experience;interaction-design;community,alefeuvre,Antoine Lefeuvre,"Designing for Post-Connected Users — Part 1, the Diagnostic","How sustainable is a model where social networks take a central role in our daily routine? Antoine Lefeuvre believes there’s growing awareness that social networking tools don’t necessarily bring out the best in us. While we do want and appreciate tools that let us engage with others and do things together, we’re getting tired of the high price in attention and stress.",2015
2015-02-19,/column/managing-and-making,industry;project-management;workflow-tools,rvandermerwe,Rian van der Merwe,Managing and Making: It Doesn’t Have to Be One or the Other,"We take it for granted that career progress means moving into a management role. Even people who thrive in the individual contributor role feel the pressure to join management. Shouldn’t both capacities be valued, so we can find where we genuinely fit in and do our best work? Rian van der Merwe has gone scouting up the career path and realized it’s okay to turn back and be the other, oft-overlooked but equally important half of the management/making dynamic.",2015
2015-02-17,the-specialist-generalist-balance,industry;creativity;project-management;workflow-tools,gevans,Garin Evans,The Specialist-Generalist Balance,"Specialists? Generalists? It’s not a question of which is better, but about finding the right mix for your team and your work. Specialists offer valuable expertise, but over-reliance on specialization isn’t always good for workflow—too many niches can lead to silos, bottlenecks, and poor communication. Garin Evans recommends that, instead, we build teams that play off the best traits of specialists and generalists, encouraging collaboration and innovation as we go.",2015
2015-02-17,a-new-way-to-listen,web-strategy;workflow-tools;user-research,indiyoung,Indi Young,A New Way to Listen,"Empathy can have an enormous impact on how we work. By learning to better understand others—what they think, how they feel, what guides their decisions and behaviors—we add balance, clarity, and depth to our business practices. In this excerpt from Chapter 4 of Practical Empathy, Indi Young explains how listening intently can lay the groundwork for developing empathy.",2015
2015-02-12,/column/the-love-you-make,business;creativity,zeldman,Jeffrey Zeldman,The Love You Make,What’s the best way to present your work on the web? It’s not just about your portfolio pieces—it’s also about cultivating your voice. Jeffrey Zeldman explains the importance of speaking and writing publicly as you build your online presence.,2015
2015-02-05,/column/what-will-save-us-from-the-dark-side-of-pre-processors,code;css;process;workflow-tools,lgardner,Lyza Danger Gardner,What Will Save Us from the Dark Side of CSS Pre-Processors?,"To spare ourselves the complexity and tedium of writing CSS, we’ve embraced CSS pre-processors. But we must use them wisely or risk outputting CSS that is weirdly convoluted and just so wrong. Could post-processors save us from the pitfalls of pre-processors? Lyza D. Gardner is cautiously optimistic about their future, but also has a solution we can implement right now to save ourselves from both unchecked pre-processors and unseasoned post-processors.",2015
2015-02-03,reframing-accessibility-for-the-web,accessibility;usability,agibson,Anne Gibson,Reframing Accessibility for the Web,"If you’ve been treating “people with disabilities” as an edge case for your websites, consider this a reckoning. Web accessibility means that everyone can use the web. The job of a web designer isn’t to question the configurations, devices, and tools that users bring to the table; it’s to rise to the challenge of making a site work for anyone who wishes to use it. Anne Gibson makes the case for site testing, inclusivity, and a better way of thinking about people online.",2015
2015-02-03,the-role-of-the-web,community;information-architecture;interaction-design,ahinton,Andrew Hinton,"The Role of the Web, an Excerpt from Understanding Context","What place am I in? By giving us the ability to link to anything at any time, the web complicated this question and changed our concept of context. In this excerpt from Chapter 2 of his new book, Understanding Context, Andrew Hinton explores why that happened, and how our resulting “place confusion” affects the way we perceive and use the web.",2015
2015-01-29,/column/how-big-is-big-enough-to-pick-on,industry-business;user-experience;interaction-design,laurakalbag,Laura Kalbag,How Big is Big Enough to Pick On?,"Businesses aren’t all faceless juggernauts. Some are just one or two people. Yet when we interact with them through reviews or social media, we fall into the notion that there’s no real individual in the other side whose feelings can be hurt. Laura Kalbag asks us to be sure to criticize the work and not the person.",2015
2015-01-22,/column/the-people-are-the-work,content;industry;project-management;workflow-tools,mattgriffin,Matt Griffin,The People are the Work,"You take pride in your creativity and brilliant work, but the web is a place of transience. Businesses evolve, client needs change, sites are outgrown, and it’s time to start building again. Can you be content with the work of presenting content on the web? For an approach to creating something that stands the test of time, Matt Griffin and the Bearded crew took to heart an old adage in a surprisingly new way.",2015
2015-01-20,live-font-interpolation-on-the-web,javascript;responsive-design;typography-web-fonts,Aetherpoint,Andrew Johnson,Live Font Interpolation on the Web,"We all want to design great typographic experiences—while serving users on a huge array of devices. But today’s type is inflexible and doesn’t scale. We can solve this problem by making webfonts more systemized and context-aware, and live web font interpolation—the modification of a font’s design in the browser—can help us get there. Andrew Johnson points the way.",2015
